step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
233,0.87,4.7295,+0.0026,2.6846,2.0450,0.0116,+0.0495,1.4907,4.5679
234,0.88,4.7252,-0.0011,2.6790,2.0462,0.0053,+0.0607,1.4980,4.6046
235,0.89,4.7593,+0.0014,2.7574,2.0019,0.0730,-0.0449,1.5255,4.5927
236,0.87,4.7525,-0.0054,2.7264,2.0261,0.0147,+0.0557,1.5730,4.7493
237,0.87,4.7470,-0.0048,2.7275,2.0195,0.0110,+0.0422,1.5507,4.6819
238,0.86,4.7250,+0.0024,2.7405,1.9845,0.0070,+0.1596,1.5012,4.8044
239,0.87,4.7300,-0.0017,2.6930,2.0370,0.0077,+0.1151,1.5955,4.6620
240,0.88,4.7434,-0.0021,2.7262,2.0171,0.0176,+0.1467,1.5078,4.6192
241,0.88,4.7279,-0.0054,2.6921,2.0358,0.0151,+0.1432,1.4442,4.7431
242,0.88,4.7273,+0.0016,2.6737,2.0536,0.0114,+0.1834,1.4659,4.5682
243,0.87,4.7155,+0.0059,2.6479,2.0675,0.0075,+0.1727,1.8271,5.1638
244,0.88,4.7327,+0.0058,2.7072,2.0255,0.0098,+0.1871,1.7219,4.8806
245,0.88,4.7111,-0.0042,2.6761,2.0351,0.0039,+0.1639,1.7941,4.9282
246,0.88,4.7313,-0.0010,2.7019,2.0295,0.0067,+0.1930,1.7031,4.6194
247,0.88,4.7362,-0.0028,2.7014,2.0348,0.0078,+0.2137,1.6486,4.4876
248,0.88,4.7326,+0.0005,2.6828,2.0498,0.0059,+0.1524,1.8125,4.7870
249,0.87,4.7398,+0.0018,2.6962,2.0436,0.0121,+0.1676,1.7968,4.5570
250,0.88,4.7233,+0.0000,2.6494,2.0739,0.0047,+0.0736,1.8226,4.3439
251,0.88,4.7162,-0.0024,2.6282,2.0880,0.0059,+0.1517,1.6298,4.2455
252,0.86,4.7273,-0.0032,2.6580,2.0693,0.0053,+0.1093,1.6884,4.3609
253,0.86,4.7246,-0.0003,2.7019,2.0227,0.0066,+0.0366,1.6232,4.4686
254,0.88,4.7326,-0.0018,2.7021,2.0305,0.0110,-0.0468,1.6213,4.5257
255,0.88,4.7386,-0.0042,2.7062,2.0324,0.0133,-0.0701,1.6196,4.6187
