step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
124,0.82,3.9744,-0.0114,1.9876,1.9868,0.0492,-0.1472,7.1252,18.4282
125,0.82,3.9872,+0.0112,1.9683,2.0189,0.0215,-0.3246,5.5157,17.5577
126,0.82,3.9993,+0.0028,1.9466,2.0528,0.0362,-0.4168,5.1145,17.2899
127,0.82,3.9892,-0.0122,1.9547,2.0345,0.0115,-0.4840,5.6619,16.3587
128,0.82,3.9667,+0.0107,1.9488,2.0179,0.0127,-0.1301,5.2722,16.2383
129,0.82,3.9840,+0.0020,1.9659,2.0181,0.0120,-0.1649,6.3306,16.9148
130,0.84,3.9552,-0.0019,1.9514,2.0039,0.0093,-0.0797,5.5203,16.7936
131,0.82,3.9949,+0.0079,1.9888,2.0061,0.0260,-0.1049,6.2410,18.6338
132,0.81,3.9777,+0.0022,1.9724,2.0053,0.0154,-0.0536,6.6168,18.9747
133,0.82,3.9773,+0.0019,1.9888,1.9885,0.0255,-0.1142,6.3176,17.8366
134,0.82,3.9815,-0.0141,1.9841,1.9973,0.0395,-0.4215,5.9811,16.6121
135,0.82,3.9606,-0.0010,1.9539,2.0067,0.0205,-0.3465,6.7465,16.4947
136,0.81,3.9593,-0.0124,1.9465,2.0128,0.0162,-0.4999,6.7296,16.4210
137,0.83,3.9743,+0.0049,1.9415,2.0328,0.0146,-0.5015,6.4640,16.0644
138,0.81,3.9817,-0.0184,1.9676,2.0140,0.0445,-0.5847,6.4953,16.0044
139,0.83,3.9417,-0.0053,1.9372,2.0045,0.0244,-0.5031,5.7846,14.2169
140,0.80,3.9676,+0.0007,1.9388,2.0288,0.0162,-0.3394,5.2418,15.2659
141,0.81,3.9677,+0.0148,1.9575,2.0102,0.0276,-0.3441,5.3985,15.4555
142,0.82,3.9741,+0.0049,1.9523,2.0218,0.0178,-0.5551,5.3798,16.8892
143,0.83,3.9700,+0.0113,1.9727,1.9973,0.0300,-0.6491,6.0950,17.2014
144,0.81,3.9833,+0.0125,1.9743,2.0090,0.0444,-0.5393,6.2620,18.4127
145,0.81,3.9686,-0.0025,1.9385,2.0300,0.0152,-0.4817,6.4364,18.8295
146,0.83,3.9744,+0.0035,1.9676,2.0068,0.0271,-0.4062,5.4851,17.1080
147,0.82,3.9743,-0.0030,1.9521,2.0222,0.0136,-0.4634,6.0610,17.8802
148,0.81,4.0030,+0.0005,1.9864,2.0167,0.0172,-0.5785,7.0942,19.8772
149,0.82,3.9894,-0.0097,1.9539,2.0354,0.0158,-0.4638,6.4805,18.0530
150,0.82,3.9987,-0.0016,1.9528,2.0460,0.0340,-0.4065,6.4002,18.3980
151,0.84,3.9627,-0.0128,1.9369,2.0258,0.0093,-0.3301,6.2686,16.3897
152,0.82,3.9845,+0.0015,1.9458,2.0387,0.0159,-0.3876,6.3473,16.0575
153,0.80,3.9786,-0.0087,1.9566,2.0220,0.0414,-0.0772,5.5687,15.4238
154,0.82,3.9615,-0.0062,1.9362,2.0253,0.0142,-0.1396,5.8875,15.3790
155,0.82,3.9690,+0.0104,1.9218,2.0472,0.0085,-0.0815,5.1724,14.8253
156,0.81,3.9474,+0.0063,1.9561,1.9913,0.0161,-0.2148,5.7827,16.8070
157,0.81,3.9789,-0.0007,1.9573,2.0216,0.0330,-0.2364,5.5375,16.8425
158,0.82,3.9621,+0.0019,1.9368,2.0253,0.0112,-0.3540,5.6461,17.3081
159,0.81,3.9603,-0.0270,1.9644,1.9959,0.0123,-0.2145,6.1365,16.2209
160,0.82,3.9586,-0.0151,1.9553,2.0033,0.0240,-0.2074,6.0607,16.7417
161,0.84,3.9974,+0.0182,1.9701,2.0272,0.0143,-0.0510,6.1872,18.3956
162,0.83,3.9786,+0.0138,1.9487,2.0299,0.0210,+0.1021,6.4540,18.2511
163,0.83,3.9718,+0.0029,1.9410,2.0308,0.0119,-0.0558,5.8215,18.1502
164,0.83,3.9498,+0.0187,1.9454,2.0044,0.0125,-0.1835,5.2191,15.7037
165,0.81,3.9533,-0.0005,1.9524,2.0010,0.0125,+0.0350,6.0553,16.6666
166,0.83,3.9582,+0.0004,1.9612,1.9970,0.0238,+0.0698,5.6230,15.9905
167,0.82,3.9611,-0.0053,1.9566,2.0045,0.0176,+0.1125,6.0430,15.1372
168,0.82,3.9678,+0.0009,1.9543,2.0135,0.0253,-0.0056,4.5763,15.5538
169,0.81,3.9858,+0.0088,1.9822,2.0035,0.0178,+0.0093,5.6772,17.5018
170,0.83,4.0215,+0.0389,1.9756,2.0458,0.1079,-0.0719,5.8061,18.9917
171,0.81,3.9937,+0.0100,1.9827,2.0111,0.0215,+0.0499,5.1512,18.6509
172,0.83,3.9700,+0.0043,1.9640,2.0059,0.0281,+0.1095,5.4227,16.3347
173,0.83,3.9792,-0.0106,1.9516,2.0277,0.0150,+0.0401,4.9942,15.9539
174,0.80,3.9770,-0.0020,1.9261,2.0509,0.0161,+0.1882,5.2267,15.9947
175,0.81,3.9612,+0.0020,1.9335,2.0277,0.0139,+0.2332,4.8160,15.4841
176,0.80,3.9743,-0.0052,1.9609,2.0134,0.0208,+0.0444,5.6224,16.8169
177,0.80,3.9721,-0.0117,1.9325,2.0396,0.0119,+0.1779,4.3868,15.3505
178,0.82,3.9748,+0.0017,1.9552,2.0195,0.0139,+0.3234,4.5873,16.0180
179,0.81,3.9626,-0.0025,1.9688,1.9938,0.0152,+0.2007,5.6421,17.5908
180,0.80,3.9585,+0.0082,1.9694,1.9891,0.0125,+0.1980,5.2766,17.2983
181,0.81,3.9666,-0.0088,1.9472,2.0194,0.0068,+0.0552,5.5869,15.8257
182,0.81,3.9738,+0.0078,1.9409,2.0329,0.0369,+0.1225,4.9478,16.2506
183,0.80,3.9835,+0.0154,1.9626,2.0208,0.0889,+0.0650,4.6216,15.7039
184,0.85,3.9671,+0.0140,1.9539,2.0131,0.0165,-0.1318,4.0069,14.9680
185,0.82,3.9714,+0.0128,1.9538,2.0176,0.0868,-0.0469,3.7340,14.4164
186,0.81,3.9347,+0.0077,1.9435,1.9912,0.0159,+0.1133,3.8423,14.6012
187,0.83,3.9685,+0.0140,1.9693,1.9992,0.0107,-0.0459,4.1614,15.3175
188,0.82,3.9503,+0.0084,1.9324,2.0180,0.0117,-0.3900,4.1611,15.1364
189,0.81,3.9449,+0.0093,1.9295,2.0154,0.0099,-0.1346,4.1624,14.3770
190,0.81,3.9403,-0.0065,1.9332,2.0072,0.0123,-0.1878,4.0979,13.6626
191,0.82,3.9378,+0.0121,1.9318,2.0060,0.0157,-0.2435,4.4660,13.8650
192,0.82,3.9413,+0.0080,1.9207,2.0206,0.0098,-0.0636,4.2699,14.2358
193,0.83,3.9463,+0.0139,1.9305,2.0158,0.0241,-0.0303,5.0509,15.3742
194,0.84,3.9332,-0.0035,1.9484,1.9847,0.0196,-0.0342,4.7577,14.9163
195,0.83,3.9824,-0.0106,1.9668,2.0156,0.0187,-0.2632,4.6575,15.5243
196,0.83,3.9720,+0.0047,1.9621,2.0100,0.0133,-0.1852,5.4046,16.8561
197,0.82,3.9566,-0.0008,1.9637,1.9930,0.0139,+0.0717,5.6472,15.3110
198,0.81,3.9804,-0.0196,1.9799,2.0005,0.0227,+0.1027,6.2344,17.8971
199,0.81,3.9535,+0.0154,1.9569,1.9965,0.0315,-0.0461,5.1648,17.4892
200,0.83,3.9707,-0.0092,1.9490,2.0217,0.0119,+0.0162,5.8732,17.7004
201,0.79,3.9680,-0.0094,1.9396,2.0284,0.0285,-0.0490,4.8973,15.2390
202,0.80,3.9547,-0.0011,1.9813,1.9734,0.0137,+0.0387,5.3187,15.7604
203,0.81,3.9530,+0.0025,1.9703,1.9826,0.0114,+0.0987,5.2831,15.1644
204,0.80,3.9501,+0.0126,1.9653,1.9848,0.0120,+0.0574,4.7923,15.7348
205,0.78,3.9643,+0.0000,1.9336,2.0307,0.0125,+0.0846,4.9119,14.2275
206,0.79,3.9611,+0.0022,1.9179,2.0432,0.0072,+0.1210,5.0190,14.8316
207,0.80,3.9742,+0.0030,1.9317,2.0426,0.0190,+0.1234,5.0734,14.0541
208,0.80,3.9664,-0.0011,1.9221,2.0443,0.0096,+0.0396,5.6960,15.8641
209,0.80,3.9483,+0.0092,1.9288,2.0196,0.0331,-0.0513,4.6806,14.2140
210,0.82,3.9658,-0.0004,1.9347,2.0311,0.0156,+0.0243,4.7371,14.4155
211,0.81,3.9672,+0.0070,1.9348,2.0324,0.0201,+0.1038,3.8282,13.7229
212,0.81,3.9559,-0.0125,1.9080,2.0479,0.0087,+0.0518,4.8773,14.5681
213,0.81,3.9662,+0.0067,1.9257,2.0404,0.0097,+0.0953,5.6263,14.8068
214,0.82,3.9584,-0.0031,1.9031,2.0553,0.0049,-0.0659,5.1208,14.0357
215,0.82,3.9588,-0.0022,1.9390,2.0199,0.0160,-0.0375,4.8756,13.6238
216,0.80,3.9585,+0.0037,1.9370,2.0215,0.0182,+0.0657,4.8143,14.0780
217,0.82,3.9610,+0.0044,1.9537,2.0073,0.0094,+0.0867,5.6269,15.4489
218,0.83,3.9872,+0.0083,1.9760,2.0112,0.0244,-0.0636,5.1145,14.9940
219,0.80,3.9577,-0.0005,1.9511,2.0066,0.0133,-0.1590,4.5930,15.2819
220,0.81,3.9724,+0.0047,1.9336,2.0387,0.0133,-0.0506,4.3847,15.6630
221,0.80,3.9712,+0.0067,1.9473,2.0239,0.0131,-0.0926,4.7988,15.6123
222,0.81,3.9775,+0.0100,1.9383,2.0392,0.0182,-0.1837,5.1965,15.3316
223,0.81,3.9619,+0.0018,1.9058,2.0562,0.0048,-0.1165,4.6669,14.6776
224,0.80,3.9565,-0.0022,1.9222,2.0344,0.0105,+0.1632,4.9069,13.9230
225,0.81,3.9709,+0.0015,1.9296,2.0414,0.0102,+0.5577,5.3097,15.3729
226,0.80,3.9776,+0.0037,1.9614,2.0162,0.0180,+0.4590,5.9474,16.5473
227,0.81,3.9838,+0.0153,1.9662,2.0176,0.0205,+0.2391,4.9522,15.6437
228,0.82,3.9625,+0.0014,1.9532,2.0093,0.0159,+0.1640,4.5953,15.1800
229,0.79,3.9421,+0.0053,1.9298,2.0123,0.0196,-0.1048,4.2328,15.3614
230,0.80,3.9624,-0.0032,1.9100,2.0524,0.0213,-0.0281,4.3861,15.1523
231,0.80,3.9515,-0.0095,1.9383,2.0131,0.0123,-0.1538,3.9844,14.4892
232,0.81,3.9722,+0.0113,1.9327,2.0395,0.0159,+0.1637,4.6942,15.0771
233,0.81,3.9602,+0.0022,1.9183,2.0419,0.0094,+0.1204,4.1551,14.0297
234,0.80,3.9762,+0.0139,1.9075,2.0687,0.0262,+0.0903,5.1243,15.6577
235,0.82,3.9592,-0.0031,1.9269,2.0324,0.0418,-0.0515,4.4107,13.6274
236,0.82,3.9433,-0.0048,1.9278,2.0154,0.0152,-0.1475,3.7071,12.5660
237,0.82,3.9609,-0.0001,1.9446,2.0163,0.0114,-0.1996,3.8465,14.4941
238,0.80,3.9576,-0.0038,1.9302,2.0275,0.0256,-0.1642,3.7299,13.6511
239,0.82,3.9761,-0.0081,1.9313,2.0448,0.0128,+0.0433,4.3503,14.8080
240,0.81,3.9463,-0.0060,1.9322,2.0141,0.0112,-0.1568,4.1341,12.8155
241,0.82,3.9451,-0.0098,1.9216,2.0235,0.0099,-0.0635,3.6977,11.9518
242,0.80,3.9524,-0.0211,1.9362,2.0162,0.0127,-0.0910,4.0357,11.2169
243,0.81,3.9774,+0.0070,1.9391,2.0383,0.0175,+0.0808,5.1017,12.7445
244,0.81,3.9741,+0.0038,1.9515,2.0226,0.0165,+0.0412,4.7906,12.9358
245,0.80,3.9660,+0.0021,1.9548,2.0112,0.0331,+0.1604,4.8834,14.6000
246,0.81,3.9634,-0.0176,1.9682,1.9952,0.0322,+0.0253,5.4793,13.8040
247,0.80,3.9694,+0.0096,1.9436,2.0258,0.0520,+0.0037,5.8329,14.1785
248,0.82,3.9596,-0.0191,1.9371,2.0225,0.0142,-0.0625,5.5468,15.2508
249,0.82,3.9572,-0.0144,1.9576,1.9997,0.0113,+0.1098,5.1984,15.5746
250,0.79,3.9680,+0.0164,1.9649,2.0031,0.0121,-0.1543,5.4172,15.1191
251,0.83,3.9829,+0.0116,1.9591,2.0237,0.0144,-0.1524,5.2525,14.9543
252,0.79,3.9658,-0.0027,1.9842,1.9816,0.0268,+0.0264,5.3063,14.6081
253,0.80,3.9633,+0.0009,1.9570,2.0063,0.0205,+0.1269,5.9657,16.2796
254,0.80,3.9701,-0.0037,1.9572,2.0130,0.0275,+0.0191,5.8472,14.5295
255,0.81,3.9519,+0.0012,1.9495,2.0024,0.0124,-0.1231,6.1125,15.6905
256,0.78,3.9586,-0.0060,1.9419,2.0167,0.0086,-0.1085,4.8132,14.4205
257,0.80,3.9608,+0.0032,1.9349,2.0259,0.0152,-0.0999,4.7714,13.3580
