step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
0,0.90,4.7177,-0.0000,2.7177,2.0000,0.0835,+0.0000,-0.0000,0.0000
1,0.88,4.7656,+0.0000,2.7656,2.0000,0.0956,-0.0000,0.0000,-0.0000
2,0.88,4.7520,-0.0000,2.7520,2.0000,0.0755,-0.0000,-0.0000,-0.0000
3,0.89,4.7712,-0.0000,2.7712,2.0000,0.1359,-0.0000,0.0000,-0.0000
4,0.89,4.7767,-0.0000,2.7767,2.0000,0.1251,+0.0000,0.0000,-0.0000
5,0.89,4.7868,-0.0000,2.7868,2.0000,0.1527,-0.0000,-0.0000,0.0000
6,0.89,4.7876,-0.0000,2.7876,2.0000,0.1138,-0.0000,-0.0000,-0.0000
7,0.87,4.7548,-0.0000,2.7548,2.0000,0.0898,-0.0000,-0.0000,0.0000
8,0.90,4.7386,+0.0000,2.7386,2.0000,0.0736,-0.0000,-0.0000,-0.0000
9,0.90,4.7380,+0.0000,2.7380,2.0000,0.0721,+0.0000,0.0000,-0.0000
10,0.89,4.7244,+0.0000,2.7244,2.0000,0.0693,+0.0000,-0.0000,-0.0000
11,0.90,4.6949,-0.0000,2.6949,2.0000,0.0737,-0.0000,0.0000,0.0000
12,0.88,4.7106,-0.0000,2.7106,2.0000,0.0709,+0.0000,0.0000,-0.0000
13,0.90,4.6788,+0.0000,2.6788,2.0000,0.0398,-0.0000,-0.0000,0.0000
14,0.90,4.7442,+0.0000,2.7442,2.0000,0.1901,-0.0000,0.0000,-0.0000
15,0.91,4.6902,+0.0000,2.6902,2.0000,0.0766,+0.0000,0.0000,-0.0000
16,0.89,4.7586,-0.0000,2.7586,2.0000,0.0977,-0.0000,-0.0000,-0.0000
17,0.87,4.7596,-0.0000,2.7596,2.0000,0.1076,+0.0000,0.0000,0.0000
18,0.88,4.7344,-0.0000,2.7344,2.0000,0.0959,-0.0000,0.0000,0.0000
19,0.89,4.7475,-0.0000,2.7475,2.0000,0.1241,-0.0000,0.0000,-0.0000
20,0.89,4.7783,+0.0000,2.7783,2.0000,0.1972,-0.0000,0.0000,-0.0000
21,0.91,4.7497,-0.0000,2.7497,2.0000,0.1375,+0.0000,-0.0000,0.0000
22,0.87,4.7671,-0.0000,2.7671,2.0000,0.1312,+0.0000,-0.0000,0.0000
23,0.88,4.8081,+0.0000,2.8081,2.0000,0.2687,+0.0000,-0.0000,0.0000
24,0.89,4.7455,+0.0000,2.7455,2.0000,0.1169,-0.0000,0.0000,0.0000
25,0.90,4.7479,+0.0000,2.7479,2.0000,0.1111,+0.0000,-0.0000,-0.0000
26,0.89,4.7537,-0.0000,2.7537,2.0000,0.1121,+0.0000,-0.0000,-0.0000
27,0.92,4.7405,-0.0000,2.7405,2.0000,0.1346,-0.0000,0.0000,0.0000
28,0.88,4.7090,+0.0000,2.7090,2.0000,0.0955,-0.0000,-0.0000,-0.0000
29,0.90,4.7685,-0.0000,2.7685,2.0000,0.1498,+0.0000,0.0000,-0.0000
30,0.87,4.7896,+0.0000,2.7896,2.0000,0.2008,+0.0000,0.0000,-0.0000
31,0.90,4.7432,+0.0000,2.7432,2.0000,0.1082,+0.0000,-0.0000,-0.0000
32,0.89,4.7195,+0.0000,2.7195,2.0000,0.0754,+0.0000,0.0000,0.0000
33,0.90,4.7188,-0.0000,2.7188,2.0000,0.0981,-0.0000,-0.0000,-0.0000
34,0.90,4.7588,+0.0000,2.7588,2.0000,0.1844,-0.0000,-0.0000,0.0000
35,0.89,4.7870,+0.0000,2.7870,2.0000,0.6176,-0.0000,-0.0000,0.0000
36,0.90,4.6916,+0.0000,2.6916,2.0000,0.0445,-0.0000,-0.0000,0.0000
37,0.90,4.7357,-0.0000,2.7357,2.0000,0.0801,+0.0000,-0.0000,0.0000
38,0.89,4.7228,-0.0000,2.7228,2.0000,0.0860,-0.0000,0.0000,0.0000
39,0.90,4.7579,+0.0000,2.7579,2.0000,0.0940,+0.0000,-0.0000,-0.0000
40,0.89,4.7369,+0.0000,2.7369,2.0000,0.0766,+0.0000,0.0000,-0.0000
41,0.89,4.7475,+0.0000,2.7475,2.0000,0.0897,+0.0000,0.0000,-0.0000
42,0.87,4.7237,+0.0000,2.7237,2.0000,0.1038,+0.0000,0.0000,0.0000
43,0.89,4.7230,+0.0000,2.7231,2.0000,0.0762,+0.0000,-0.0000,-0.0000
44,0.89,4.7292,+0.0000,2.7292,2.0000,0.0896,+0.0000,-0.0000,0.0000
45,0.91,4.7177,+0.0000,2.7176,2.0000,0.0730,+0.0000,-0.0000,0.0001
46,0.88,4.7257,-0.0000,2.7257,2.0000,0.0822,-0.0000,0.0000,-0.0000
47,0.90,4.8423,+0.0000,2.8423,2.0000,0.3294,+0.0000,0.0000,0.0000
48,0.88,4.7871,-0.0000,2.7871,2.0000,0.1570,+0.0000,0.0000,-0.0000
49,0.90,4.8298,-0.0000,2.8298,2.0000,0.2444,+0.0000,0.0000,0.0000
50,0.89,4.8169,+0.0000,2.8169,2.0000,0.3656,+0.0000,0.0000,-0.0000
51,0.89,4.7493,-0.0000,2.7492,2.0000,0.1120,+0.0000,-0.0000,0.0000
52,0.89,4.7414,-0.0000,2.7414,2.0000,0.0770,+0.0000,0.0000,0.0000
53,0.91,4.7611,+0.0000,2.7611,2.0000,0.1203,-0.0000,-0.0000,0.0000
54,0.89,4.7610,-0.0000,2.7610,2.0000,0.0882,-0.0000,-0.0000,-0.0000
55,0.90,4.7270,-0.0000,2.7270,2.0000,0.0724,+0.0000,0.0000,-0.0000
56,0.89,4.7554,-0.0000,2.7554,2.0000,0.2330,+0.0000,-0.0000,-0.0000
57,0.91,4.7154,+0.0000,2.7154,2.0000,0.0657,-0.0000,0.0000,-0.0000
58,0.91,4.8139,+0.0000,2.8139,2.0000,0.7821,+0.0000,0.0000,0.0000
59,0.90,4.7856,+0.0000,2.7856,2.0000,0.1661,+0.0000,0.0000,-0.0000
60,0.90,4.7948,+0.0000,2.7948,2.0000,0.1405,-0.0000,0.0000,-0.0000
61,0.90,4.7513,+0.0000,2.7513,2.0000,0.1293,-0.0000,0.0000,-0.0000
62,0.89,4.7617,+0.0000,2.7617,2.0000,0.2057,-0.0000,0.0000,-0.0000
63,0.89,4.8512,-0.0000,2.8512,2.0000,0.6553,-0.0000,-0.0000,-0.0000
64,0.90,4.7409,+0.0000,2.7409,2.0000,0.0901,+0.0000,0.0000,0.0000
65,0.90,4.7300,+0.0000,2.7300,2.0000,0.0934,+0.0000,0.0000,-0.0000
66,0.89,4.7358,-0.0000,2.7358,2.0000,0.0860,+0.0000,0.0000,-0.0000
67,0.89,4.7172,-0.0000,2.7172,2.0000,0.0519,-0.0000,0.0000,0.0000
68,0.90,4.7489,+0.0000,2.7489,2.0000,0.0851,+0.0000,-0.0000,0.0000
69,0.88,4.7581,+0.0000,2.7581,2.0000,0.1391,+0.0000,-0.0000,-0.0000
70,0.87,4.7495,+0.0000,2.7495,2.0000,0.1171,-0.0000,0.0000,0.0000
71,0.91,4.7139,+0.0000,2.7139,2.0000,0.0667,+0.0000,-0.0000,-0.0000
72,0.88,4.7056,+0.0000,2.7056,2.0000,0.0603,-0.0000,-0.0000,0.0000
