step,pmove,energy,energy_imag,potential,kinetic,variance,Lz,Lz_square,L_square
143,0.42,3.9927,-0.0117,1.9600,2.0326,0.0358,+0.0851,4.4193,15.2133
144,0.40,3.9580,-0.0115,1.9271,2.0310,0.0199,-0.0357,4.0080,14.1316
145,0.39,3.9737,+0.0057,1.9337,2.0400,0.0318,+0.0031,4.6668,15.2626
146,0.41,3.9594,+0.0100,1.9412,2.0182,0.0227,-0.1797,3.8717,13.6415
147,0.38,3.9486,+0.0040,1.9177,2.0309,0.0123,-0.3458,3.8606,13.8040
148,0.40,3.9761,+0.0064,1.9282,2.0479,0.0161,-0.1977,3.9492,13.8340
149,0.40,3.9496,+0.0033,1.9003,2.0493,0.0130,-0.3396,3.7072,13.2276
150,0.38,3.9873,+0.0108,1.9166,2.0707,0.0238,-0.1387,3.9669,13.7448
151,0.39,3.9443,-0.0065,1.9149,2.0294,0.0419,-0.1480,4.5186,13.6847
152,0.40,3.9600,+0.0059,1.9283,2.0317,0.0306,-0.0082,3.9638,14.2878
153,0.38,3.9755,-0.0016,1.9211,2.0544,0.0311,-0.1490,4.4432,13.7235
154,0.42,3.9648,+0.0082,1.9189,2.0459,0.0195,-0.1718,3.4473,13.0137
155,0.41,3.9785,-0.0061,1.9372,2.0413,0.0251,+0.1013,4.0354,16.5904
156,0.40,3.9788,-0.0079,1.9735,2.0053,0.0332,+0.2124,4.4020,17.4801
157,0.40,3.9726,+0.0064,1.9413,2.0313,0.0353,+0.1352,3.9992,14.5127
158,0.40,3.9457,+0.0010,1.9216,2.0242,0.0189,-0.2063,3.4321,12.8676
159,0.40,3.9697,+0.0129,1.9522,2.0175,0.0184,-0.5127,4.9079,15.1929
160,0.43,3.9579,+0.0123,1.9472,2.0107,0.0324,-0.4929,4.4817,17.0851
161,0.39,3.9629,+0.0000,1.9378,2.0251,0.0176,-0.2505,4.6014,16.0327
162,0.39,3.9466,+0.0152,1.9161,2.0305,0.0128,-0.1219,3.7174,14.0755
163,0.41,3.9522,-0.0042,1.8951,2.0570,0.0141,-0.0620,3.5239,13.1682
164,0.40,3.9594,-0.0021,1.9153,2.0441,0.0175,+0.0076,3.7073,14.6515
165,0.42,3.9627,+0.0083,1.9400,2.0227,0.0185,+0.0616,4.2216,12.5440
166,0.42,3.9657,+0.0021,1.9512,2.0145,0.0252,-0.2283,3.8765,13.5464
167,0.37,3.9812,+0.0201,1.9126,2.0686,0.0341,-0.3228,4.1887,12.3621
168,0.37,3.9688,+0.0012,1.9092,2.0595,0.0171,-0.2634,4.4206,13.7179
169,0.39,3.9774,+0.0008,1.9469,2.0305,0.0216,-0.3149,4.7776,14.4623
